,account_name_banks,datetime,transaction_id_banks,provider_name,client_name,currency,commission_banks,description,transaction_id_register,provider_id,operation_type,amount,is_present_in_register
0,Best Company_EUR,2023-01-02 00:03:00,2_Best Company_EUR,Gold Fix,Mega Trade,EUR,58.800000000000004,"INVOICE: deposit, Mega Trade to EUR",2_Mega Trade_EUR,3.0,income,4200.0,True
1,Best Company_EUR,2023-01-03 13:08:00,6_Best Company_EUR,Gold Fix,Mega Trade,EUR,112.0,"INVOICE: deposit, Mega Trade to EUR",8_Mega Trade_EUR,7.0,income,8000.0,True
2,Best Company_EUR,2023-01-06 12:58:00,12_Best Company_EUR,Gold Fix,Mega Trade,EUR,67.2,"INVOICE: deposit, Mega Trade to EUR",20_Mega Trade_EUR,13.0,income,4800.0,True
3,Best Company_EUR,2023-01-07 07:10:00,16_Best Company_EUR,Gold Fix,Mega Trade,EUR,58.800000000000004,"INVOICE: deposit, Mega Trade to EUR",28_Mega Trade_EUR,17.0,income,4200.0,True
4,Best Company_EUR,2023-01-12 12:59:00,24_Best Company_EUR,Gold Fix,Mega Trade,EUR,58.800000000000004,"INVOICE: deposit, Mega Trade to EUR",52_Mega Trade_EUR,25.0,income,4200.0,True
5,Best Company_EUR,2023-01-14 02:48:00,28_Best Company_EUR,Gold Fix,Mega Trade,EUR,67.2,"INVOICE: deposit, Mega Trade to EUR",59_Mega Trade_EUR,29.0,income,4800.0,True
6,Best Company_EUR,2023-01-16 18:02:00,32_Best Company_EUR,Gold Fix,Mega Trade,EUR,89.60000000000001,"INVOICE: deposit, Mega Trade to EUR",76_Mega Trade_EUR,33.0,income,6400.0,True
7,Best Company_EUR,2023-01-21 00:51:00,36_Best Company_EUR,Gold Fix,Mega Trade,EUR,42.0,"INVOICE: deposit, Mega Trade to EUR",93_Mega Trade_EUR,37.0,income,3000.0,True
8,Best Company_EUR,2023-01-23 07:06:00,44_Best Company_EUR,Gold Fix,Mega Trade,EUR,100.8,"INVOICE: deposit, Mega Trade to EUR",106_Mega Trade_EUR,45.0,income,7200.0,True
9,Best Company_EUR,2023-01-25 17:51:00,48_Best Company_EUR,Gold Fix,Mega Trade,EUR,58.800000000000004,"INVOICE: deposit, Mega Trade to EUR",118_Mega Trade_EUR,49.0,income,4200.0,True
10,Best Company_EUR,2023-01-28 18:24:00,52_Best Company_EUR,Gold Fix,Mega Trade,EUR,78.4,"INVOICE: deposit, Mega Trade to EUR",133_Mega Trade_EUR,53.0,income,5600.0,True
11,Best Company_EUR,2023-01-30 19:02:00,56_Best Company_EUR,Gold Fix,Mega Trade,EUR,89.60000000000001,"INVOICE: deposit, Mega Trade to EUR",141_Mega Trade_EUR,57.0,income,6400.0,True
12,Best Company_EUR,2023-02-04 04:20:00,58_Best Company_EUR,Gold Fix,Mega Trade,EUR,67.2,"INVOICE: deposit, Mega Trade to EUR",157_Mega Trade_EUR,59.0,income,4800.0,True
13,Best Company_EUR,2023-02-08 20:41:00,62_Best Company_EUR,Gold Fix,Mega Trade,EUR,58.800000000000004,"INVOICE: deposit, Mega Trade to EUR",176_Mega Trade_EUR,63.0,income,4200.0,True
14,Best Company_EUR,2023-02-11 20:53:00,70_Best Company_EUR,Gold Fix,Mega Trade,EUR,98.0,"INVOICE: deposit, Mega Trade to EUR",191_Mega Trade_EUR,71.0,income,7000.0,True
15,Best Company_EUR,2023-02-13 02:50:00,72_Best Company_EUR,Gold Fix,Mega Trade,EUR,98.0,"INVOICE: deposit, Mega Trade to EUR",200_Mega Trade_EUR,73.0,income,7000.0,True
16,Best Company_EUR,2023-02-16 18:06:00,78_Best Company_EUR,Gold Fix,Mega Trade,EUR,84.0,"INVOICE: deposit, Mega Trade to EUR",221_Mega Trade_EUR,79.0,income,6000.0,True
17,Best Company_EUR,2023-02-22 21:09:00,88_Best Company_EUR,Gold Fix,Mega Trade,EUR,49.0,"INVOICE: deposit, Mega Trade to EUR",243_Mega Trade_EUR,89.0,income,3500.0,True
18,Best Company_EUR,2023-02-24 02:38:00,92_Best Company_EUR,Gold Fix,Mega Trade,EUR,42.0,"INVOICE: deposit, Mega Trade to EUR",249_Mega Trade_EUR,93.0,income,3000.0,True
19,Best Company_EUR,2023-02-24 22:53:00,94_Best Company_EUR,Gold Fix,Mega Trade,EUR,67.2,"INVOICE: deposit, Mega Trade to EUR",254_Mega Trade_EUR,95.0,income,4800.0,True
20,Best Company_EUR,2023-03-05 21:39:00,110_Best Company_EUR,Gold Fix,Mega Trade,EUR,67.2,"INVOICE: deposit, Mega Trade to EUR",303_Mega Trade_EUR,111.0,income,4800.0,True
21,Best Company_EUR,2023-03-07 10:26:00,116_Best Company_EUR,Gold Fix,Mega Trade,EUR,75.60000000000001,"INVOICE: deposit, Mega Trade to EUR",310_Mega Trade_EUR,117.0,income,5400.0,True
22,Best Company_EUR,2023-03-09 20:45:00,120_Best Company_EUR,Gold Fix,Mega Trade,EUR,89.60000000000001,"INVOICE: deposit, Mega Trade to EUR",323_Mega Trade_EUR,121.0,income,6400.0,True
23,Best Company_EUR,2023-03-13 07:56:00,126_Best Company_EUR,Gold Fix,Mega Trade,EUR,75.60000000000001,"INVOICE: deposit, Mega Trade to EUR",341_Mega Trade_EUR,127.0,income,5400.0,True
24,Best Company_EUR,2023-03-15 04:28:00,130_Best Company_EUR,Gold Fix,Mega Trade,EUR,112.0,"INVOICE: deposit, Mega Trade to EUR",349_Mega Trade_EUR,131.0,income,8000.0,True
25,Best Company_EUR,2023-03-19 12:13:00,138_Best Company_EUR,Gold Fix,Mega Trade,EUR,68.60000000000001,"INVOICE: deposit, Mega Trade to EUR",373_Mega Trade_EUR,139.0,income,4900.0,True
26,Best Company_EUR,2023-03-23 12:23:00,148_Best Company_EUR,Gold Fix,Mega Trade,EUR,67.2,"INVOICE: deposit, Mega Trade to EUR",391_Mega Trade_EUR,149.0,income,4800.0,True
27,Best Company_EUR,2023-03-25 09:48:00,152_Best Company_EUR,Gold Fix,Mega Trade,EUR,112.0,"INVOICE: deposit, Mega Trade to EUR",399_Mega Trade_EUR,153.0,income,8000.0,True
28,Best Company_EUR,2023-03-29 14:12:00,158_Best Company_EUR,Gold Fix,Mega Trade,EUR,67.2,"INVOICE: deposit, Mega Trade to EUR",416_Mega Trade_EUR,159.0,income,4800.0,True
29,Best Company_USD,2023-01-02 02:11:00,2_Best Company_USD,Gold Fix,Mega Trade,USD,100.8,"INVOICE: deposit, Mega Trade to USD",2_Mega Trade_USD,3.0,income,6300.0,True
30,Best Company_USD,2023-01-05 03:59:00,4_Best Company_USD,Gold Fix,Mega Trade,USD,86.4,"INVOICE: deposit, Mega Trade to USD",18_Mega Trade_USD,5.0,income,5400.0,True
31,Best Company_USD,2023-01-07 17:08:00,10_Best Company_USD,Gold Fix,Mega Trade,USD,89.60000000000001,"INVOICE: deposit, Mega Trade to USD",27_Mega Trade_USD,11.0,income,5600.0,True
32,Best Company_USD,2023-01-12 09:04:00,16_Best Company_USD,Gold Fix,Mega Trade,USD,57.6,"INVOICE: deposit, Mega Trade to USD",46_Mega Trade_USD,17.0,income,3600.0,True
33,Best Company_USD,2023-01-13 20:50:00,20_Best Company_USD,Gold Fix,Mega Trade,USD,112.0,"INVOICE: deposit, Mega Trade to USD",52_Mega Trade_USD,21.0,income,7000.0,True
34,Best Company_USD,2023-01-19 17:51:00,28_Best Company_USD,Gold Fix,Mega Trade,USD,115.2,"INVOICE: deposit, Mega Trade to USD",73_Mega Trade_USD,29.0,income,7200.0,True
35,Best Company_USD,2023-01-22 19:34:00,34_Best Company_USD,Gold Fix,Mega Trade,USD,57.6,"INVOICE: deposit, Mega Trade to USD",84_Mega Trade_USD,35.0,income,3600.0,True
36,Best Company_USD,2023-01-28 04:22:00,42_Best Company_USD,Gold Fix,Mega Trade,USD,76.8,"INVOICE: deposit, Mega Trade to USD",109_Mega Trade_USD,43.0,income,4800.0,True
37,Best Company_USD,2023-01-30 13:03:00,48_Best Company_USD,Gold Fix,Mega Trade,USD,89.60000000000001,"INVOICE: deposit, Mega Trade to USD",122_Mega Trade_USD,49.0,income,5600.0,True
38,Best Company_USD,2023-02-01 05:25:00,54_Best Company_USD,Gold Fix,Mega Trade,USD,56.0,"INVOICE: deposit, Mega Trade to USD",130_Mega Trade_USD,55.0,income,3500.0,True
39,Best Company_USD,2023-02-02 06:05:00,56_Best Company_USD,Gold Fix,Mega Trade,USD,102.4,"INVOICE: deposit, Mega Trade to USD",136_Mega Trade_USD,57.0,income,6400.0,True
40,Best Company_USD,2023-02-06 19:08:00,70_Best Company_USD,Gold Fix,Mega Trade,USD,100.8,"INVOICE: deposit, Mega Trade to USD",155_Mega Trade_USD,71.0,income,6300.0,True
41,Best Company_USD,2023-02-08 03:35:00,72_Best Company_USD,Gold Fix,Mega Trade,USD,102.4,"INVOICE: deposit, Mega Trade to USD",163_Mega Trade_USD,73.0,income,6400.0,True
42,Best Company_USD,2023-02-17 20:45:00,82_Best Company_USD,Gold Fix,Mega Trade,USD,56.0,"INVOICE: deposit, Mega Trade to USD",202_Mega Trade_USD,83.0,income,3500.0,True
43,Best Company_USD,2023-02-19 11:09:00,84_Best Company_USD,Gold Fix,Mega Trade,USD,78.4,"INVOICE: deposit, Mega Trade to USD",209_Mega Trade_USD,85.0,income,4900.0,True
44,Best Company_USD,2023-02-22 18:19:00,92_Best Company_USD,Gold Fix,Mega Trade,USD,112.0,"INVOICE: deposit, Mega Trade to USD",231_Mega Trade_USD,93.0,income,7000.0,True
45,Best Company_USD,2023-03-08 22:44:00,108_Best Company_USD,Gold Fix,Mega Trade,USD,76.8,"INVOICE: deposit, Mega Trade to USD",289_Mega Trade_USD,109.0,income,4800.0,True
46,Best Company_USD,2023-03-10 17:35:00,110_Best Company_USD,Gold Fix,Mega Trade,USD,89.60000000000001,"INVOICE: deposit, Mega Trade to USD",297_Mega Trade_USD,111.0,income,5600.0,True
47,Best Company_USD,2023-03-13 10:55:00,120_Best Company_USD,Gold Fix,Mega Trade,USD,89.60000000000001,"INVOICE: deposit, Mega Trade to USD",306_Mega Trade_USD,121.0,income,5600.0,True
48,Best Company_USD,2023-03-17 17:29:00,126_Best Company_USD,Gold Fix,Mega Trade,USD,100.8,"INVOICE: deposit, Mega Trade to USD",323_Mega Trade_USD,127.0,income,6300.0,True
49,Best Company_USD,2023-03-22 11:15:00,136_Best Company_USD,Gold Fix,Mega Trade,USD,57.6,"INVOICE: deposit, Mega Trade to USD",344_Mega Trade_USD,137.0,income,3600.0,True
50,Best Company_USD,2023-03-28 07:33:00,146_Best Company_USD,Gold Fix,Mega Trade,USD,57.6,"INVOICE: deposit, Mega Trade to USD",371_Mega Trade_USD,147.0,income,3600.0,True
51,Best Company_USD,2023-03-29 10:24:00,150_Best Company_USD,Gold Fix,Mega Trade,USD,67.2,"INVOICE: deposit, Mega Trade to USD",377_Mega Trade_USD,151.0,income,4200.0,True
52,Best Company_USD,2023-03-31 00:30:00,152_Best Company_USD,Gold Fix,Mega Trade,USD,100.8,"INVOICE: deposit, Mega Trade to USD",383_Mega Trade_USD,153.0,income,6300.0,True
53,Best Company_EUR,2023-01-08 15:21:00,12_Best Company_EUR,Green Field,Mega Trade,EUR,93.6,"INVOICE: deposit, Mega Trade to EUR",35_Mega Trade_EUR,13.0,income,7200.0,True
54,Best Company_EUR,2023-01-10 12:16:00,14_Best Company_EUR,Green Field,Mega Trade,EUR,54.599999999999994,"INVOICE: deposit, Mega Trade to EUR",45_Mega Trade_EUR,15.0,income,4200.0,True
55,Best Company_EUR,2023-01-14 19:41:00,18_Best Company_EUR,Green Field,Mega Trade,EUR,81.89999999999999,"INVOICE: deposit, Mega Trade to EUR",66_Mega Trade_EUR,19.0,income,6300.0,True
56,Best Company_EUR,2023-01-19 12:37:00,28_Best Company_EUR,Green Field,Mega Trade,EUR,54.599999999999994,"INVOICE: deposit, Mega Trade to EUR",86_Mega Trade_EUR,29.0,income,4200.0,True
57,Best Company_EUR,2023-01-21 23:56:00,34_Best Company_EUR,Green Field,Mega Trade,EUR,72.8,"INVOICE: deposit, Mega Trade to EUR",98_Mega Trade_EUR,35.0,income,5600.0,True
58,Best Company_EUR,2023-01-26 19:17:00,40_Best Company_EUR,Green Field,Mega Trade,EUR,70.2,"INVOICE: deposit, Mega Trade to EUR",125_Mega Trade_EUR,41.0,income,5400.0,True
59,Best Company_EUR,2023-02-02 15:54:00,52_Best Company_EUR,Green Field,Mega Trade,EUR,54.599999999999994,"INVOICE: deposit, Mega Trade to EUR",151_Mega Trade_EUR,53.0,income,4200.0,True
60,Best Company_EUR,2023-02-05 07:06:00,56_Best Company_EUR,Green Field,Mega Trade,EUR,104.0,"INVOICE: deposit, Mega Trade to EUR",164_Mega Trade_EUR,57.0,income,8000.0,True
61,Best Company_EUR,2023-02-10 07:58:00,66_Best Company_EUR,Green Field,Mega Trade,EUR,62.4,"INVOICE: deposit, Mega Trade to EUR",183_Mega Trade_EUR,67.0,income,4800.0,True
62,Best Company_EUR,2023-02-14 23:01:00,70_Best Company_EUR,Green Field,Mega Trade,EUR,93.6,"INVOICE: deposit, Mega Trade to EUR",211_Mega Trade_EUR,71.0,income,7200.0,True
63,Best Company_EUR,2023-02-19 09:09:00,78_Best Company_EUR,Green Field,Mega Trade,EUR,104.0,"INVOICE: deposit, Mega Trade to EUR",231_Mega Trade_EUR,79.0,income,8000.0,True
64,Best Company_EUR,2023-02-26 22:59:00,86_Best Company_EUR,Green Field,Mega Trade,EUR,63.699999999999996,"INVOICE: deposit, Mega Trade to EUR",263_Mega Trade_EUR,87.0,income,4900.0,True
65,Best Company_EUR,2023-02-28 13:49:00,92_Best Company_EUR,Green Field,Mega Trade,EUR,91.0,"INVOICE: deposit, Mega Trade to EUR",271_Mega Trade_EUR,93.0,income,7000.0,True
66,Best Company_EUR,2023-03-02 08:29:00,94_Best Company_EUR,Green Field,Mega Trade,EUR,72.8,"INVOICE: deposit, Mega Trade to EUR",281_Mega Trade_EUR,95.0,income,5600.0,True
67,Best Company_EUR,2023-03-03 12:52:00,96_Best Company_EUR,Green Field,Mega Trade,EUR,62.4,"INVOICE: deposit, Mega Trade to EUR",289_Mega Trade_EUR,97.0,income,4800.0,True
68,Best Company_EUR,2023-03-04 23:10:00,100_Best Company_EUR,Green Field,Mega Trade,EUR,46.8,"INVOICE: deposit, Mega Trade to EUR",297_Mega Trade_EUR,101.0,income,3600.0,True
69,Best Company_EUR,2023-03-09 00:51:00,104_Best Company_EUR,Green Field,Mega Trade,EUR,39.0,"INVOICE: deposit, Mega Trade to EUR",318_Mega Trade_EUR,105.0,income,3000.0,True
70,Best Company_EUR,2023-03-11 16:22:00,108_Best Company_EUR,Green Field,Mega Trade,EUR,70.2,"INVOICE: deposit, Mega Trade to EUR",334_Mega Trade_EUR,109.0,income,5400.0,True
71,Best Company_EUR,2023-03-17 08:27:00,120_Best Company_EUR,Green Field,Mega Trade,EUR,46.8,"INVOICE: deposit, Mega Trade to EUR",361_Mega Trade_EUR,121.0,income,3600.0,True
72,Best Company_EUR,2023-03-18 14:39:00,124_Best Company_EUR,Green Field,Mega Trade,EUR,54.599999999999994,"INVOICE: deposit, Mega Trade to EUR",367_Mega Trade_EUR,125.0,income,4200.0,True
73,Best Company_EUR,2023-03-21 05:15:00,126_Best Company_EUR,Green Field,Mega Trade,EUR,91.0,"INVOICE: deposit, Mega Trade to EUR",381_Mega Trade_EUR,127.0,income,7000.0,True
74,Best Company_EUR,2023-03-28 02:30:00,134_Best Company_EUR,Green Field,Mega Trade,EUR,46.8,"INVOICE: deposit, Mega Trade to EUR",410_Mega Trade_EUR,135.0,income,3600.0,True
75,Best Company_EUR,2023-03-30 11:29:00,136_Best Company_EUR,Green Field,Mega Trade,EUR,46.8,"INVOICE: deposit, Mega Trade to EUR",423_Mega Trade_EUR,137.0,income,3600.0,True
76,Best Company_EUR,2023-03-31 13:33:00,138_Best Company_EUR,Green Field,Mega Trade,EUR,91.0,"INVOICE: deposit, Mega Trade to EUR",429_Mega Trade_EUR,139.0,income,7000.0,True
77,Best Company_USD,2023-01-04 00:21:00,8_Best Company_USD,Green Field,Mega Trade,USD,72.0,"INVOICE: deposit, Mega Trade to USD",11_Mega Trade_USD,9.0,income,4800.0,True
78,Best Company_USD,2023-01-10 06:09:00,20_Best Company_USD,Green Field,Mega Trade,USD,90.0,"INVOICE: deposit, Mega Trade to USD",35_Mega Trade_USD,21.0,income,6000.0,True
79,Best Company_USD,2023-01-16 19:45:00,28_Best Company_USD,Green Field,Mega Trade,USD,108.0,"INVOICE: deposit, Mega Trade to USD",62_Mega Trade_USD,29.0,income,7200.0,True
80,Best Company_USD,2023-01-24 02:35:00,34_Best Company_USD,Green Field,Mega Trade,USD,120.0,"INVOICE: deposit, Mega Trade to USD",90_Mega Trade_USD,35.0,income,8000.0,True
81,Best Company_USD,2023-01-27 08:42:00,42_Best Company_USD,Green Field,Mega Trade,USD,63.0,"INVOICE: deposit, Mega Trade to USD",102_Mega Trade_USD,43.0,income,4200.0,True
82,Best Company_USD,2023-01-29 17:45:00,44_Best Company_USD,Green Field,Mega Trade,USD,45.0,"INVOICE: deposit, Mega Trade to USD",117_Mega Trade_USD,45.0,income,3000.0,True
83,Best Company_USD,2023-02-03 23:39:00,52_Best Company_USD,Green Field,Mega Trade,USD,94.5,"INVOICE: deposit, Mega Trade to USD",146_Mega Trade_USD,53.0,income,6300.0,True
84,Best Company_USD,2023-02-10 11:44:00,60_Best Company_USD,Green Field,Mega Trade,USD,63.0,"INVOICE: deposit, Mega Trade to USD",173_Mega Trade_USD,61.0,income,4200.0,True
85,Best Company_USD,2023-02-12 02:59:00,62_Best Company_USD,Green Field,Mega Trade,USD,63.0,"INVOICE: deposit, Mega Trade to USD",180_Mega Trade_USD,63.0,income,4200.0,True
86,Best Company_USD,2023-02-13 19:38:00,66_Best Company_USD,Green Field,Mega Trade,USD,72.0,"INVOICE: deposit, Mega Trade to USD",186_Mega Trade_USD,67.0,income,4800.0,True
87,Best Company_USD,2023-02-16 05:21:00,74_Best Company_USD,Green Field,Mega Trade,USD,72.0,"INVOICE: deposit, Mega Trade to USD",194_Mega Trade_USD,75.0,income,4800.0,True
88,Best Company_USD,2023-02-20 22:22:00,82_Best Company_USD,Green Field,Mega Trade,USD,96.0,"INVOICE: deposit, Mega Trade to USD",216_Mega Trade_USD,83.0,income,6400.0,True
89,Best Company_USD,2023-02-22 05:22:00,84_Best Company_USD,Green Field,Mega Trade,USD,45.0,"INVOICE: deposit, Mega Trade to USD",226_Mega Trade_USD,85.0,income,3000.0,True
90,Best Company_USD,2023-02-25 13:12:00,90_Best Company_USD,Green Field,Mega Trade,USD,94.5,"INVOICE: deposit, Mega Trade to USD",241_Mega Trade_USD,91.0,income,6300.0,True
91,Best Company_USD,2023-02-27 09:32:00,92_Best Company_USD,Green Field,Mega Trade,USD,108.0,"INVOICE: deposit, Mega Trade to USD",250_Mega Trade_USD,93.0,income,7200.0,True
92,Best Company_USD,2023-03-02 01:51:00,98_Best Company_USD,Green Field,Mega Trade,USD,73.5,"INVOICE: deposit, Mega Trade to USD",262_Mega Trade_USD,99.0,income,4900.0,True
93,Best Company_USD,2023-03-03 17:40:00,104_Best Company_USD,Green Field,Mega Trade,USD,96.0,"INVOICE: deposit, Mega Trade to USD",269_Mega Trade_USD,105.0,income,6400.0,True
94,Best Company_USD,2023-03-06 09:52:00,108_Best Company_USD,Green Field,Mega Trade,USD,108.0,"INVOICE: deposit, Mega Trade to USD",279_Mega Trade_USD,109.0,income,7200.0,True
95,Best Company_USD,2023-03-15 15:04:00,122_Best Company_USD,Green Field,Mega Trade,USD,105.0,"INVOICE: deposit, Mega Trade to USD",315_Mega Trade_USD,123.0,income,7000.0,True
96,Best Company_USD,2023-03-20 04:27:00,126_Best Company_USD,Green Field,Mega Trade,USD,120.0,"INVOICE: deposit, Mega Trade to USD",333_Mega Trade_USD,127.0,income,8000.0,True
97,Best Company_USD,2023-03-23 01:30:00,130_Best Company_USD,Green Field,Mega Trade,USD,108.0,"INVOICE: deposit, Mega Trade to USD",349_Mega Trade_USD,131.0,income,7200.0,True
98,Best Company_USD,2023-03-25 12:05:00,132_Best Company_USD,Green Field,Mega Trade,USD,120.0,"INVOICE: deposit, Mega Trade to USD",359_Mega Trade_USD,133.0,income,8000.0,True
99,Best Company_EUR,2023-01-02 00:04:00,4_Best Company_EUR,Gold Fix,Proxima LTD,EUR,58.800000000000004,"INVOICE: deposit, Proxima LTD to EUR",2_Proxima LTD_EUR,5.0,income,4200.0,True
