,account_name_banks,datetime,transaction_id_banks,provider_name,client_name,currency,commission_banks,description,transaction_id_register,provider_id,operation_type,amount,is_present_in_register
199,Best Company_EUR,2023-01-04 05:33:00,8_Best Company_EUR,Gold Fix,Super Trader,EUR,67.2,"INVOICE: deposit, Super Trader to EUR",13_Super Trader_EUR,9.0,income,4800.0,True
200,Best Company_EUR,2023-01-06 19:40:00,14_Best Company_EUR,Gold Fix,Super Trader,EUR,58.800000000000004,"INVOICE: deposit, Super Trader to EUR",27_Super Trader_EUR,15.0,income,4200.0,True
201,Best Company_EUR,2023-01-10 03:09:00,20_Best Company_EUR,Gold Fix,Super Trader,EUR,100.8,"INVOICE: deposit, Super Trader to EUR",34_Super Trader_EUR,21.0,income,7200.0,True
202,Best Company_EUR,2023-01-21 21:58:00,40_Best Company_EUR,Gold Fix,Super Trader,EUR,58.800000000000004,"INVOICE: deposit, Super Trader to EUR",88_Super Trader_EUR,41.0,income,4200.0,True
203,Best Company_EUR,2023-01-25 11:46:00,46_Best Company_EUR,Gold Fix,Super Trader,EUR,78.4,"INVOICE: deposit, Super Trader to EUR",105_Super Trader_EUR,47.0,income,5600.0,True
204,Best Company_EUR,2023-01-29 13:46:00,54_Best Company_EUR,Gold Fix,Super Trader,EUR,112.0,"INVOICE: deposit, Super Trader to EUR",121_Super Trader_EUR,55.0,income,8000.0,True
205,Best Company_EUR,2023-02-09 05:37:00,64_Best Company_EUR,Gold Fix,Super Trader,EUR,67.2,"INVOICE: deposit, Super Trader to EUR",164_Super Trader_EUR,65.0,income,4800.0,True
206,Best Company_EUR,2023-02-10 11:41:00,66_Best Company_EUR,Gold Fix,Super Trader,EUR,75.60000000000001,"INVOICE: deposit, Super Trader to EUR",171_Super Trader_EUR,67.0,income,5400.0,True
207,Best Company_EUR,2023-02-13 23:19:00,76_Best Company_EUR,Gold Fix,Super Trader,EUR,58.800000000000004,"INVOICE: deposit, Super Trader to EUR",187_Super Trader_EUR,77.0,income,4200.0,True
208,Best Company_EUR,2023-02-17 03:04:00,80_Best Company_EUR,Gold Fix,Super Trader,EUR,68.60000000000001,"INVOICE: deposit, Super Trader to EUR",202_Super Trader_EUR,81.0,income,4900.0,True
209,Best Company_EUR,2023-02-18 19:41:00,82_Best Company_EUR,Gold Fix,Super Trader,EUR,89.60000000000001,"INVOICE: deposit, Super Trader to EUR",210_Super Trader_EUR,83.0,income,6400.0,True
210,Best Company_EUR,2023-02-20 12:04:00,84_Best Company_EUR,Gold Fix,Super Trader,EUR,75.60000000000001,"INVOICE: deposit, Super Trader to EUR",219_Super Trader_EUR,85.0,income,5400.0,True
211,Best Company_EUR,2023-02-22 09:27:00,86_Best Company_EUR,Gold Fix,Super Trader,EUR,58.800000000000004,"INVOICE: deposit, Super Trader to EUR",228_Super Trader_EUR,87.0,income,4200.0,True
212,Best Company_EUR,2023-02-23 09:58:00,90_Best Company_EUR,Gold Fix,Super Trader,EUR,67.2,"INVOICE: deposit, Super Trader to EUR",234_Super Trader_EUR,91.0,income,4800.0,True
213,Best Company_EUR,2023-02-25 01:04:00,96_Best Company_EUR,Gold Fix,Super Trader,EUR,67.2,"INVOICE: deposit, Super Trader to EUR",241_Super Trader_EUR,97.0,income,4800.0,True
214,Best Company_EUR,2023-02-26 19:03:00,98_Best Company_EUR,Gold Fix,Super Trader,EUR,78.4,"INVOICE: deposit, Super Trader to EUR",249_Super Trader_EUR,99.0,income,5600.0,True
215,Best Company_EUR,2023-03-01 04:11:00,102_Best Company_EUR,Gold Fix,Super Trader,EUR,56.0,"INVOICE: deposit, Super Trader to EUR",265_Super Trader_EUR,103.0,income,4000.0,True
216,Best Company_EUR,2023-03-02 22:30:00,108_Best Company_EUR,Gold Fix,Super Trader,EUR,112.0,"INVOICE: deposit, Super Trader to EUR",272_Super Trader_EUR,109.0,income,8000.0,True
217,Best Company_EUR,2023-03-06 01:36:00,112_Best Company_EUR,Gold Fix,Super Trader,EUR,112.0,"INVOICE: deposit, Super Trader to EUR",283_Super Trader_EUR,113.0,income,8000.0,True
218,Best Company_EUR,2023-03-10 13:35:00,122_Best Company_EUR,Gold Fix,Super Trader,EUR,100.8,"INVOICE: deposit, Super Trader to EUR",300_Super Trader_EUR,123.0,income,7200.0,True
219,Best Company_EUR,2023-03-13 20:58:00,128_Best Company_EUR,Gold Fix,Super Trader,EUR,42.0,"INVOICE: deposit, Super Trader to EUR",316_Super Trader_EUR,129.0,income,3000.0,True
220,Best Company_EUR,2023-03-19 00:39:00,134_Best Company_EUR,Gold Fix,Super Trader,EUR,67.2,"INVOICE: deposit, Super Trader to EUR",340_Super Trader_EUR,135.0,income,4800.0,True
221,Best Company_EUR,2023-03-20 18:07:00,140_Best Company_EUR,Gold Fix,Super Trader,EUR,67.2,"INVOICE: deposit, Super Trader to EUR",348_Super Trader_EUR,141.0,income,4800.0,True
222,Best Company_EUR,2023-03-22 04:13:00,144_Best Company_EUR,Gold Fix,Super Trader,EUR,112.0,"INVOICE: deposit, Super Trader to EUR",355_Super Trader_EUR,145.0,income,8000.0,True
223,Best Company_EUR,2023-03-24 03:19:00,150_Best Company_EUR,Gold Fix,Super Trader,EUR,88.2,"INVOICE: deposit, Super Trader to EUR",367_Super Trader_EUR,151.0,income,6300.0,True
224,Best Company_EUR,2023-03-25 19:49:00,154_Best Company_EUR,Gold Fix,Super Trader,EUR,75.60000000000001,"INVOICE: deposit, Super Trader to EUR",377_Super Trader_EUR,155.0,income,5400.0,True
225,Best Company_EUR,2023-03-29 20:12:00,160_Best Company_EUR,Gold Fix,Super Trader,EUR,89.60000000000001,"INVOICE: deposit, Super Trader to EUR",393_Super Trader_EUR,161.0,income,6400.0,True
226,Best Company_USD,2023-01-05 03:56:00,6_Best Company_USD,Gold Fix,Super Trader,USD,100.8,"INVOICE: deposit, Super Trader to USD",16_Super Trader_USD,7.0,income,6300.0,True
227,Best Company_USD,2023-01-07 07:05:00,8_Best Company_USD,Gold Fix,Super Trader,USD,76.8,"INVOICE: deposit, Super Trader to USD",25_Super Trader_USD,9.0,income,4800.0,True
228,Best Company_USD,2023-01-12 06:05:00,14_Best Company_USD,Gold Fix,Super Trader,USD,115.2,"INVOICE: deposit, Super Trader to USD",51_Super Trader_USD,15.0,income,7200.0,True
229,Best Company_USD,2023-01-14 16:33:00,22_Best Company_USD,Gold Fix,Super Trader,USD,57.6,"INVOICE: deposit, Super Trader to USD",62_Super Trader_USD,23.0,income,3600.0,True
230,Best Company_USD,2023-01-19 12:34:00,26_Best Company_USD,Gold Fix,Super Trader,USD,89.60000000000001,"INVOICE: deposit, Super Trader to USD",82_Super Trader_USD,27.0,income,5600.0,True
231,Best Company_USD,2023-01-21 23:49:00,30_Best Company_USD,Gold Fix,Super Trader,USD,112.0,"INVOICE: deposit, Super Trader to USD",91_Super Trader_USD,31.0,income,7000.0,True
232,Best Company_USD,2023-01-23 15:48:00,36_Best Company_USD,Gold Fix,Super Trader,USD,100.8,"INVOICE: deposit, Super Trader to USD",101_Super Trader_USD,37.0,income,6300.0,True
233,Best Company_USD,2023-01-27 11:20:00,40_Best Company_USD,Gold Fix,Super Trader,USD,86.4,"INVOICE: deposit, Super Trader to USD",120_Super Trader_USD,41.0,income,5400.0,True
234,Best Company_USD,2023-01-28 18:28:00,46_Best Company_USD,Gold Fix,Super Trader,USD,96.0,"INVOICE: deposit, Super Trader to USD",128_Super Trader_USD,47.0,income,6000.0,True
235,Best Company_USD,2023-01-31 03:11:00,50_Best Company_USD,Gold Fix,Super Trader,USD,64.0,"INVOICE: deposit, Super Trader to USD",137_Super Trader_USD,51.0,income,4000.0,True
236,Best Company_USD,2023-02-03 14:31:00,60_Best Company_USD,Gold Fix,Super Trader,USD,78.4,"INVOICE: deposit, Super Trader to USD",156_Super Trader_USD,61.0,income,4900.0,True
237,Best Company_USD,2023-02-05 03:15:00,64_Best Company_USD,Gold Fix,Super Trader,USD,76.8,"INVOICE: deposit, Super Trader to USD",163_Super Trader_USD,65.0,income,4800.0,True
238,Best Company_USD,2023-02-06 08:58:00,68_Best Company_USD,Gold Fix,Super Trader,USD,128.0,"INVOICE: deposit, Super Trader to USD",169_Super Trader_USD,69.0,income,8000.0,True
239,Best Company_USD,2023-02-08 16:50:00,74_Best Company_USD,Gold Fix,Super Trader,USD,76.8,"INVOICE: deposit, Super Trader to USD",180_Super Trader_USD,75.0,income,4800.0,True
240,Best Company_USD,2023-02-11 10:10:00,76_Best Company_USD,Gold Fix,Super Trader,USD,86.4,"INVOICE: deposit, Super Trader to USD",188_Super Trader_USD,77.0,income,5400.0,True
241,Best Company_USD,2023-02-12 11:22:00,78_Best Company_USD,Gold Fix,Super Trader,USD,100.8,"INVOICE: deposit, Super Trader to USD",196_Super Trader_USD,79.0,income,6300.0,True
242,Best Company_USD,2023-02-15 23:23:00,80_Best Company_USD,Gold Fix,Super Trader,USD,112.0,"INVOICE: deposit, Super Trader to USD",213_Super Trader_USD,81.0,income,7000.0,True
243,Best Company_USD,2023-02-20 14:59:00,88_Best Company_USD,Gold Fix,Super Trader,USD,128.0,"INVOICE: deposit, Super Trader to USD",232_Super Trader_USD,89.0,income,8000.0,True
244,Best Company_USD,2023-02-23 06:55:00,94_Best Company_USD,Gold Fix,Super Trader,USD,78.4,"INVOICE: deposit, Super Trader to USD",244_Super Trader_USD,95.0,income,4900.0,True
245,Best Company_USD,2023-02-26 11:20:00,98_Best Company_USD,Gold Fix,Super Trader,USD,96.0,"INVOICE: deposit, Super Trader to USD",258_Super Trader_USD,99.0,income,6000.0,True
246,Best Company_USD,2023-03-03 17:33:00,100_Best Company_USD,Gold Fix,Super Trader,USD,56.0,"INVOICE: deposit, Super Trader to USD",283_Super Trader_USD,101.0,income,3500.0,True
247,Best Company_USD,2023-03-04 16:14:00,102_Best Company_USD,Gold Fix,Super Trader,USD,100.8,"INVOICE: deposit, Super Trader to USD",289_Super Trader_USD,103.0,income,6300.0,True
248,Best Company_USD,2023-03-10 17:29:00,112_Best Company_USD,Gold Fix,Super Trader,USD,102.4,"INVOICE: deposit, Super Trader to USD",323_Super Trader_USD,113.0,income,6400.0,True
249,Best Company_USD,2023-03-12 15:41:00,116_Best Company_USD,Gold Fix,Super Trader,USD,48.0,"INVOICE: deposit, Super Trader to USD",332_Super Trader_USD,117.0,income,3000.0,True
250,Best Company_USD,2023-03-19 03:32:00,128_Best Company_USD,Gold Fix,Super Trader,USD,67.2,"INVOICE: deposit, Super Trader to USD",360_Super Trader_USD,129.0,income,4200.0,True
251,Best Company_USD,2023-03-21 15:54:00,134_Best Company_USD,Gold Fix,Super Trader,USD,57.6,"INVOICE: deposit, Super Trader to USD",372_Super Trader_USD,135.0,income,3600.0,True
252,Best Company_USD,2023-03-23 15:20:00,138_Best Company_USD,Gold Fix,Super Trader,USD,96.0,"INVOICE: deposit, Super Trader to USD",378_Super Trader_USD,139.0,income,6000.0,True
253,Best Company_USD,2023-03-25 23:55:00,142_Best Company_USD,Gold Fix,Super Trader,USD,100.8,"INVOICE: deposit, Super Trader to USD",386_Super Trader_USD,143.0,income,6300.0,True
254,Best Company_USD,2023-03-28 02:35:00,144_Best Company_USD,Gold Fix,Super Trader,USD,67.2,"INVOICE: deposit, Super Trader to USD",396_Super Trader_USD,145.0,income,4200.0,True
255,Best Company_USD,2023-03-31 10:43:00,156_Best Company_USD,Gold Fix,Super Trader,USD,112.0,"INVOICE: deposit, Super Trader to USD",414_Super Trader_USD,157.0,income,7000.0,True
256,Best Company_EUR,2023-01-02 06:19:00,2_Best Company_EUR,Green Field,Super Trader,EUR,104.0,"INVOICE: deposit, Super Trader to EUR",2_Super Trader_EUR,3.0,income,8000.0,True
257,Best Company_EUR,2023-01-05 15:16:00,6_Best Company_EUR,Green Field,Super Trader,EUR,54.599999999999994,"INVOICE: deposit, Super Trader to EUR",20_Super Trader_EUR,7.0,income,4200.0,True
258,Best Company_EUR,2023-01-12 00:01:00,16_Best Company_EUR,Green Field,Super Trader,EUR,93.6,"INVOICE: deposit, Super Trader to EUR",44_Super Trader_EUR,17.0,income,7200.0,True
259,Best Company_EUR,2023-01-14 23:56:00,20_Best Company_EUR,Green Field,Super Trader,EUR,91.0,"INVOICE: deposit, Super Trader to EUR",56_Super Trader_EUR,21.0,income,7000.0,True
260,Best Company_EUR,2023-01-16 14:13:00,22_Best Company_EUR,Green Field,Super Trader,EUR,62.4,"INVOICE: deposit, Super Trader to EUR",66_Super Trader_EUR,23.0,income,4800.0,True
261,Best Company_EUR,2023-01-18 11:41:00,26_Best Company_EUR,Green Field,Super Trader,EUR,52.0,"INVOICE: deposit, Super Trader to EUR",73_Super Trader_EUR,27.0,income,4000.0,True
262,Best Company_EUR,2023-01-20 22:03:00,32_Best Company_EUR,Green Field,Super Trader,EUR,72.8,"INVOICE: deposit, Super Trader to EUR",81_Super Trader_EUR,33.0,income,5600.0,True
263,Best Company_EUR,2023-01-24 00:35:00,36_Best Company_EUR,Green Field,Super Trader,EUR,78.0,"INVOICE: deposit, Super Trader to EUR",96_Super Trader_EUR,37.0,income,6000.0,True
264,Best Company_EUR,2023-01-27 19:16:00,42_Best Company_EUR,Green Field,Super Trader,EUR,63.699999999999996,"INVOICE: deposit, Super Trader to EUR",114_Super Trader_EUR,43.0,income,4900.0,True
265,Best Company_EUR,2023-02-01 02:23:00,48_Best Company_EUR,Green Field,Super Trader,EUR,104.0,"INVOICE: deposit, Super Trader to EUR",131_Super Trader_EUR,49.0,income,8000.0,True
266,Best Company_EUR,2023-02-04 04:16:00,54_Best Company_EUR,Green Field,Super Trader,EUR,54.599999999999994,"INVOICE: deposit, Super Trader to EUR",142_Super Trader_EUR,55.0,income,4200.0,True
267,Best Company_EUR,2023-02-05 09:06:00,58_Best Company_EUR,Green Field,Super Trader,EUR,46.8,"INVOICE: deposit, Super Trader to EUR",149_Super Trader_EUR,59.0,income,3600.0,True
268,Best Company_EUR,2023-02-07 18:26:00,62_Best Company_EUR,Green Field,Super Trader,EUR,81.89999999999999,"INVOICE: deposit, Super Trader to EUR",155_Super Trader_EUR,63.0,income,6300.0,True
269,Best Company_EUR,2023-02-12 09:26:00,68_Best Company_EUR,Green Field,Super Trader,EUR,62.4,"INVOICE: deposit, Super Trader to EUR",179_Super Trader_EUR,69.0,income,4800.0,True
270,Best Company_EUR,2023-02-15 13:29:00,72_Best Company_EUR,Green Field,Super Trader,EUR,78.0,"INVOICE: deposit, Super Trader to EUR",193_Super Trader_EUR,73.0,income,6000.0,True
271,Best Company_EUR,2023-02-28 00:28:00,90_Best Company_EUR,Green Field,Super Trader,EUR,81.89999999999999,"INVOICE: deposit, Super Trader to EUR",256_Super Trader_EUR,91.0,income,6300.0,True
272,Best Company_EUR,2023-03-08 11:52:00,102_Best Company_EUR,Green Field,Super Trader,EUR,45.5,"INVOICE: deposit, Super Trader to EUR",294_Super Trader_EUR,103.0,income,3500.0,True
273,Best Company_EUR,2023-03-13 07:53:00,112_Best Company_EUR,Green Field,Super Trader,EUR,39.0,"INVOICE: deposit, Super Trader to EUR",310_Super Trader_EUR,113.0,income,3000.0,True
274,Best Company_EUR,2023-03-15 07:28:00,116_Best Company_EUR,Green Field,Super Trader,EUR,70.2,"INVOICE: deposit, Super Trader to EUR",321_Super Trader_EUR,117.0,income,5400.0,True
275,Best Company_EUR,2023-03-17 10:31:00,122_Best Company_EUR,Green Field,Super Trader,EUR,104.0,"INVOICE: deposit, Super Trader to EUR",329_Super Trader_EUR,123.0,income,8000.0,True
276,Best Company_EUR,2023-03-27 22:30:00,132_Best Company_EUR,Green Field,Super Trader,EUR,72.8,"INVOICE: deposit, Super Trader to EUR",385_Super Trader_EUR,133.0,income,5600.0,True
277,Best Company_USD,2023-01-02 00:09:00,2_Best Company_USD,Green Field,Super Trader,USD,96.0,"INVOICE: deposit, Super Trader to USD",2_Super Trader_USD,3.0,income,6400.0,True
278,Best Company_USD,2023-01-03 22:22:00,6_Best Company_USD,Green Field,Super Trader,USD,52.5,"INVOICE: deposit, Super Trader to USD",10_Super Trader_USD,7.0,income,3500.0,True
279,Best Company_USD,2023-01-08 08:35:00,14_Best Company_USD,Green Field,Super Trader,USD,108.0,"INVOICE: deposit, Super Trader to USD",32_Super Trader_USD,15.0,income,7200.0,True
280,Best Company_USD,2023-01-09 21:09:00,16_Best Company_USD,Green Field,Super Trader,USD,81.0,"INVOICE: deposit, Super Trader to USD",42_Super Trader_USD,17.0,income,5400.0,True
281,Best Company_USD,2023-01-15 18:51:00,24_Best Company_USD,Green Field,Super Trader,USD,52.5,"INVOICE: deposit, Super Trader to USD",68_Super Trader_USD,25.0,income,3500.0,True
282,Best Company_USD,2023-01-17 03:13:00,30_Best Company_USD,Green Field,Super Trader,USD,81.0,"INVOICE: deposit, Super Trader to USD",74_Super Trader_USD,31.0,income,5400.0,True
283,Best Company_USD,2023-01-26 09:32:00,38_Best Company_USD,Green Field,Super Trader,USD,94.5,"INVOICE: deposit, Super Trader to USD",111_Super Trader_USD,39.0,income,6300.0,True
284,Best Company_USD,2023-02-01 09:36:00,48_Best Company_USD,Green Field,Super Trader,USD,120.0,"INVOICE: deposit, Super Trader to USD",145_Super Trader_USD,49.0,income,8000.0,True
285,Best Company_USD,2023-02-14 01:14:00,68_Best Company_USD,Green Field,Super Trader,USD,72.0,"INVOICE: deposit, Super Trader to USD",204_Super Trader_USD,69.0,income,4800.0,True
286,Best Company_USD,2023-02-18 06:54:00,78_Best Company_USD,Green Field,Super Trader,USD,105.0,"INVOICE: deposit, Super Trader to USD",223_Super Trader_USD,79.0,income,7000.0,True
287,Best Company_USD,2023-02-25 05:13:00,88_Best Company_USD,Green Field,Super Trader,USD,52.5,"INVOICE: deposit, Super Trader to USD",253_Super Trader_USD,89.0,income,3500.0,True
288,Best Company_USD,2023-03-01 10:15:00,96_Best Company_USD,Green Field,Super Trader,USD,54.0,"INVOICE: deposit, Super Trader to USD",268_Super Trader_USD,97.0,income,3600.0,True
289,Best Company_USD,2023-03-02 03:38:00,100_Best Company_USD,Green Field,Super Trader,USD,90.0,"INVOICE: deposit, Super Trader to USD",274_Super Trader_USD,101.0,income,6000.0,True
290,Best Company_USD,2023-03-06 17:08:00,110_Best Company_USD,Green Field,Super Trader,USD,84.0,"INVOICE: deposit, Super Trader to USD",299_Super Trader_USD,111.0,income,5600.0,True
291,Best Company_USD,2023-03-07 19:38:00,112_Best Company_USD,Green Field,Super Trader,USD,84.0,"INVOICE: deposit, Super Trader to USD",306_Super Trader_USD,113.0,income,5600.0,True
292,Best Company_USD,2023-03-09 20:49:00,116_Best Company_USD,Green Field,Super Trader,USD,63.0,"INVOICE: deposit, Super Trader to USD",316_Super Trader_USD,117.0,income,4200.0,True
293,Best Company_USD,2023-03-14 05:42:00,118_Best Company_USD,Green Field,Super Trader,USD,72.0,"INVOICE: deposit, Super Trader to USD",338_Super Trader_USD,119.0,income,4800.0,True
294,Best Company_USD,2023-03-14 22:17:00,120_Best Company_USD,Green Field,Super Trader,USD,96.0,"INVOICE: deposit, Super Trader to USD",344_Super Trader_USD,121.0,income,6400.0,True
295,Best Company_USD,2023-03-16 18:13:00,124_Best Company_USD,Green Field,Super Trader,USD,45.0,"INVOICE: deposit, Super Trader to USD",354_Super Trader_USD,125.0,income,3000.0,True
296,Best Company_USD,2023-03-20 06:18:00,128_Best Company_USD,Green Field,Super Trader,USD,54.0,"INVOICE: deposit, Super Trader to USD",366_Super Trader_USD,129.0,income,3600.0,True
297,Best Company_USD,2023-03-29 04:29:00,136_Best Company_USD,Green Field,Super Trader,USD,120.0,"INVOICE: deposit, Super Trader to USD",402_Super Trader_USD,137.0,income,8000.0,True
